Region,Province,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",year,Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,GDP: Industry,GDP,Longitude,Latitude,Post Code
Putian,Fujian,24.4581,29.32013567,134.7517,161.5390748,64.66636,76.79848,57.3998,264.39659,3.3,82753,39.541,9.12801,41007,NA,14.71007,25.62741,10.41181,70.78015264,16.57819,27.7324,NA,NA,0.1549794,0.0829794,NA,NA,NA,NA,2020,350300,350000,NA,39541,Tertiary Industry,115.598,119,25.43,351100
Putian,Fujian,24.4581,29.32013567,134.7517,161.5390748,64.66636,76.79848,57.3998,264.39659,3.3,82753,39.541,9.12801,41007,NA,14.71007,25.62741,10.41181,70.78015264,16.57819,27.7324,NA,NA,0.1549794,0.0829794,NA,NA,NA,NA,2020,350300,350000,NA,39541,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,119,25.43,351100
Putian,Fujian,24.4581,29.32013567,134.7517,161.5390748,64.66636,76.79848,57.3998,264.39659,3.3,82753,39.541,9.12801,41007,NA,14.71007,25.62741,10.41181,70.78015264,16.57819,27.7324,NA,NA,0.1549794,0.0829794,NA,NA,NA,NA,2020,350300,350000,NA,39541,SI - Industry,109.4,119,25.43,351100
Putian,Fujian,24.4581,29.32013567,134.7517,161.5390748,64.66636,76.79848,57.3998,264.39659,3.3,82753,39.541,9.12801,41007,NA,14.71007,25.62741,10.41181,70.78015264,16.57819,27.7324,NA,NA,0.1549794,0.0829794,NA,NA,NA,NA,2020,350300,350000,NA,39541,SI - Construction,27.096,119,25.43,351100
Putian,Fujian,23.41,23.40863099,141.44,141.4410659,42.684,44.374,55.9299,182.343,8.9,63314,35.331,4.53458,31818,NA,11.57255,20.69116,8.39099,72.50770141,7.92488,7.87328,NA,NA,2.064,NA,5.61095,2.47035,9.67558,0.33084,2016,350300,350000,7291.724,35331,Total,188.028,119,25.43,351100
Putian,Fujian,23.41,23.40863099,141.44,141.4410659,42.684,44.374,55.9299,182.343,8.9,63314,35.331,4.53458,31818,NA,11.57255,20.69116,8.39099,72.50770141,7.92488,7.87328,NA,NA,2.064,NA,5.61095,2.47035,9.67558,0.33084,2016,350300,350000,7291.724,35331,Primary Industry,10.506,119,25.43,351100
Putian,Fujian,23.41,23.40863099,141.44,141.4410659,42.684,44.374,55.9299,182.343,8.9,63314,35.331,4.53458,31818,NA,11.57255,20.69116,8.39099,72.50770141,7.92488,7.87328,NA,NA,2.064,NA,5.61095,2.47035,9.67558,0.33084,2016,350300,350000,7291.724,35331,Secondary Industry,100.443,119,25.43,351100
Putian,Fujian,23.41,23.40863099,141.44,141.4410659,42.684,44.374,55.9299,182.343,8.9,63314,35.331,4.53458,31818,NA,11.57255,20.69116,8.39099,72.50770141,7.92488,7.87328,NA,NA,2.064,NA,5.61095,2.47035,9.67558,0.33084,2016,350300,350000,7291.724,35331,Tertiary Industry,77.079,119,25.43,351100
Putian,Fujian,23.41,23.40863099,141.44,141.4410659,42.684,44.374,55.9299,182.343,8.9,63314,35.331,4.53458,31818,NA,11.57255,20.69116,8.39099,72.50770141,7.92488,7.87328,NA,NA,2.064,NA,5.61095,2.47035,9.67558,0.33084,2016,350300,350000,7291.724,35331,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",13.633,119,25.43,351100
Putian,Fujian,23.41,23.40863099,141.44,141.4410659,42.684,44.374,55.9299,182.343,8.9,63314,35.331,4.53458,31818,NA,11.57255,20.69116,8.39099,72.50770141,7.92488,7.87328,NA,NA,2.064,NA,5.61095,2.47035,9.67558,0.33084,2016,350300,350000,7291.724,35331,SI - Industry,80.116,119,25.43,351100
Putian,Fujian,23.41,23.40863099,141.44,141.4410659,42.684,44.374,55.9299,182.343,8.9,63314,35.331,4.53458,31818,NA,11.57255,20.69116,8.39099,72.50770141,7.92488,7.87328,NA,NA,2.064,NA,5.61095,2.47035,9.67558,0.33084,2016,350300,350000,7291.724,35331,SI - Construction,20.51,119,25.43,351100
Putian,Fujian,29.6827,43.05018525,172.9056,250.7728043,85.574,93.96,61.9889,288.29568,6.4,89672,40.9,10.661,44101,NA,15.37834,24.80823,11.30515,73.51346114,17.98846,27.90058,NA,NA,1.1869973,NA,NA,NA,NA,NA,2021,350300,350000,NA,40900.42,NA,NA,119,25.43,351100
Putian,Fujian,19.9642,22.45132521,122.1102,137.3226903,51.81484,55.75236,60.6706,259.539,6.6,89342,41.766,5.69631,40065,NA,14.31,23.5864,10.33952,72.25380853,13.98148,16.01113,NA,NA,NA,NA,NA,NA,NA,NA,2019,350300,350000,NA,41766.33,Total,259.539,119,25.43,351100
Putian,Fujian,19.9642,22.45132521,122.1102,137.3226903,51.81484,55.75236,60.6706,259.539,6.6,89342,41.766,5.69631,40065,NA,14.31,23.5864,10.33952,72.25380853,13.98148,16.01113,NA,NA,NA,NA,NA,NA,NA,NA,2019,350300,350000,NA,41766.33,Primary Industry,12.365,119,25.43,351100
Putian,Fujian,19.9642,22.45132521,122.1102,137.3226903,51.81484,55.75236,60.6706,259.539,6.6,89342,41.766,5.69631,40065,NA,14.31,23.5864,10.33952,72.25380853,13.98148,16.01113,NA,NA,NA,NA,NA,NA,NA,NA,2019,350300,350000,NA,41766.33,Secondary Industry,137.798,119,25.43,351100
Putian,Fujian,19.9642,22.45132521,122.1102,137.3226903,51.81484,55.75236,60.6706,259.539,6.6,89342,41.766,5.69631,40065,NA,14.31,23.5864,10.33952,72.25380853,13.98148,16.01113,NA,NA,NA,NA,NA,NA,NA,NA,2019,350300,350000,NA,41766.33,Tertiary Industry,109.376,119,25.43,351100
Putian,Fujian,19.9642,22.45132521,122.1102,137.3226903,51.81484,55.75236,60.6706,259.539,6.6,89342,41.766,5.69631,40065,NA,14.31,23.5864,10.33952,72.25380853,13.98148,16.01113,NA,NA,NA,NA,NA,NA,NA,NA,2019,350300,350000,NA,41766.33,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",13.408,119,25.43,351100
Putian,Fujian,19.9642,22.45132521,122.1102,137.3226903,51.81484,55.75236,60.6706,259.539,6.6,89342,41.766,5.69631,40065,NA,14.31,23.5864,10.33952,72.25380853,13.98148,16.01113,NA,NA,NA,NA,NA,NA,NA,NA,2019,350300,350000,NA,41766.33,SI - Industry,109.455,119,25.43,351100
Putian,Fujian,19.9642,22.45132521,122.1102,137.3226903,51.81484,55.75236,60.6706,259.539,6.6,89342,41.766,5.69631,40065,NA,14.31,23.5864,10.33952,72.25380853,13.98148,16.01113,NA,NA,NA,NA,NA,NA,NA,NA,2019,350300,350000,NA,41766.33,SI - Construction,28.61,119,25.43,351100
Putian,Fujian,21.8694,21.86943022,120.228,120.228042,44.72714,47.76446,59.7814,204.519,8.4,70646,38.882,5.41184,34490,NA,13.63665,22.81087,8.94207,65.57380295,11.68916,12.16022,NA,NA,0.57724,NA,5.71324,3.38797,3.68247,-0.47977,2017,350300,350000,8485.897,38881.81,Total,212.986,119,25.43,351100
Putian,Fujian,21.8694,21.86943022,120.228,120.228042,44.72714,47.76446,59.7814,204.519,8.4,70646,38.882,5.41184,34490,NA,13.63665,22.81087,8.94207,65.57380295,11.68916,12.16022,NA,NA,0.57724,NA,5.71324,3.38797,3.68247,-0.47977,2017,350300,350000,8485.897,38881.81,Primary Industry,11.023,119,25.43,351100
Putian,Fujian,21.8694,21.86943022,120.228,120.228042,44.72714,47.76446,59.7814,204.519,8.4,70646,38.882,5.41184,34490,NA,13.63665,22.81087,8.94207,65.57380295,11.68916,12.16022,NA,NA,0.57724,NA,5.71324,3.38797,3.68247,-0.47977,2017,350300,350000,8485.897,38881.81,Secondary Industry,112.989,119,25.43,351100
Putian,Fujian,21.8694,21.86943022,120.228,120.228042,44.72714,47.76446,59.7814,204.519,8.4,70646,38.882,5.41184,34490,NA,13.63665,22.81087,8.94207,65.57380295,11.68916,12.16022,NA,NA,0.57724,NA,5.71324,3.38797,3.68247,-0.47977,2017,350300,350000,8485.897,38881.81,Tertiary Industry,88.974,119,25.43,351100
Putian,Fujian,21.8694,21.86943022,120.228,120.228042,44.72714,47.76446,59.7814,204.519,8.4,70646,38.882,5.41184,34490,NA,13.63665,22.81087,8.94207,65.57380295,11.68916,12.16022,NA,NA,0.57724,NA,5.71324,3.38797,3.68247,-0.47977,2017,350300,350000,8485.897,38881.81,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",11.919,119,25.43,351100
Putian,Fujian,21.8694,21.86943022,120.228,120.228042,44.72714,47.76446,59.7814,204.519,8.4,70646,38.882,5.41184,34490,NA,13.63665,22.81087,8.94207,65.57380295,11.68916,12.16022,NA,NA,0.57724,NA,5.71324,3.38797,3.68247,-0.47977,2017,350300,350000,8485.897,38881.81,SI - Industry,89.538,119,25.43,351100
Putian,Fujian,21.8694,21.86943022,120.228,120.228042,44.72714,47.76446,59.7814,204.519,8.4,70646,38.882,5.41184,34490,NA,13.63665,22.81087,8.94207,65.57380295,11.68916,12.16022,NA,NA,0.57724,NA,5.71324,3.38797,3.68247,-0.47977,2017,350300,350000,8485.897,38881.81,SI - Construction,23.658,119,25.43,351100
Putian,Fujian,35.5925,51.6308859,456.1,661.781151,110.91527,114.96523,54.7617,311.625,4,97095,34.13,10.049,46595,NA,15.1,27.574,NA,NA,9.107,33.395,NA,NA,NA,NA,NA,NA,NA,NA,2022,350300,350000,NA,NA,NA,NA,119,25.43,351100
Putian,Fujian,21.4286,23.73971858,137.4813,152.3088945,48.05172,51.94046,61.8308,224.241,8.3,77325,35.822,5.63481,37169,NA,14.09651,22.79854,10.06742,71.41781902,7.79781,10.88805,NA,NA,0.212,0.148,2.36788,0.85877,6.10271,3.31545,2018,350300,350000,NA,35822,Total,237.403,119,25.43,351100
Putian,Fujian,21.4286,23.73971858,137.4813,152.3088945,48.05172,51.94046,61.8308,224.241,8.3,77325,35.822,5.63481,37169,NA,14.09651,22.79854,10.06742,71.41781902,7.79781,10.88805,NA,NA,0.212,0.148,2.36788,0.85877,6.10271,3.31545,2018,350300,350000,NA,35822,Primary Industry,11.629,119,25.43,351100
Putian,Fujian,21.4286,23.73971858,137.4813,152.3088945,48.05172,51.94046,61.8308,224.241,8.3,77325,35.822,5.63481,37169,NA,14.09651,22.79854,10.06742,71.41781902,7.79781,10.88805,NA,NA,0.212,0.148,2.36788,0.85877,6.10271,3.31545,2018,350300,350000,NA,35822,Secondary Industry,125.392,119,25.43,351100
Putian,Fujian,21.4286,23.73971858,137.4813,152.3088945,48.05172,51.94046,61.8308,224.241,8.3,77325,35.822,5.63481,37169,NA,14.09651,22.79854,10.06742,71.41781902,7.79781,10.88805,NA,NA,0.212,0.148,2.36788,0.85877,6.10271,3.31545,2018,350300,350000,NA,35822,Tertiary Industry,100.382,119,25.43,351100
Putian,Fujian,21.4286,23.73971858,137.4813,152.3088945,48.05172,51.94046,61.8308,224.241,8.3,77325,35.822,5.63481,37169,NA,14.09651,22.79854,10.06742,71.41781902,7.79781,10.88805,NA,NA,0.212,0.148,2.36788,0.85877,6.10271,3.31545,2018,350300,350000,NA,35822,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",12.591,119,25.43,351100
Putian,Fujian,21.4286,23.73971858,137.4813,152.3088945,48.05172,51.94046,61.8308,224.241,8.3,77325,35.822,5.63481,37169,NA,14.09651,22.79854,10.06742,71.41781902,7.79781,10.88805,NA,NA,0.212,0.148,2.36788,0.85877,6.10271,3.31545,2018,350300,350000,NA,35822,SI - Industry,99.347,119,25.43,351100
Putian,Fujian,21.4286,23.73971858,137.4813,152.3088945,48.05172,51.94046,61.8308,224.241,8.3,77325,35.822,5.63481,37169,NA,14.09651,22.79854,10.06742,71.41781902,7.79781,10.88805,NA,NA,0.212,0.148,2.36788,0.85877,6.10271,3.31545,2018,350300,350000,NA,35822,SI - Construction,26.269,119,25.43,351100
Putuo,Shanghai,29.401,39.15292183,108.08,143.9554742,36.06,40.33,71.18,122.649,4.8,NA,22.886,5.401,NA,NA,12.556,17.64,10.765,85.73590315,20.562,16.3,NA,NA,NA,NA,NA,NA,NA,NA,2021,310107,310000,NA,NA,NA,NA,121.4,31.25,200333
Putuo,Shanghai,28.27,36.70735307,91.71,119.0604389,35.293,41.76,59.76,124.823,-1.7,NA,NA,5.298,NA,NA,13.812,23.111,10.479,75.86880973,24.446,12.436,NA,NA,NA,NA,NA,NA,NA,NA,2022,310107,310000,NA,NA,NA,NA,121.4,31.25,200333
Putuo,Shanghai,28.2021,40.78060336,192.66,278.6093928,31.35,35.12,61.19,111.162,5.7,87131,17.12,NA,NA,NA,11.007,17.989,9.307,84.555283,5.139,9.391,NA,NA,NA,NA,NA,NA,NA,NA,2019,310107,310000,NA,NA,NA,NA,121.4,31.25,200333
Putuo,Shanghai,31.9785,41.88592057,158.57,207.7028982,36.12,39.81,65.63,112.951,1,NA,21.73,4.868,NA,NA,11.063,16.856,9.797,88.55644943,11.514,17.344,NA,NA,NA,NA,NA,NA,NA,NA,2020,310107,310000,NA,NA,NA,NA,121.4,31.25,200333
Putuo,Shanghai,29.668,41.08852394,116.98,162.0202741,29.72055,33.27,56.02,100.177,6.5,78147,15.917,NA,NA,NA,11.405,20.361,10.069,88.28583954,13.887,22.866,NA,NA,NA,NA,NA,NA,NA,NA,2018,310107,310000,NA,NA,NA,NA,121.4,31.25,200333
Putuo,Shanghai,21.3034,34.45468312,106.95,172.9794466,19.88589,23.27,61.96,93.346,4.8,72660,14.226,NA,NA,NA,10.81,17.446,9.605,88.85291397,7.702,11.833,NA,NA,NA,NA,NA,NA,NA,NA,2017,310107,310000,NA,NA,NA,NA,121.4,31.25,200333
Putuo,Shanghai,17.1663,22.37866408,108.37,141.2799997,15.89836,19.27,67.75,92.614,6.8,NA,12.405,NA,NA,NA,10.412,15.369,9.693,93.09450634,4.195,8.178,NA,NA,NA,NA,NA,NA,NA,NA,2016,310107,310000,NA,NA,NA,NA,121.4,31.25,200333
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Total,158.547,113.4,34.78,450100
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Total,158.547,115.03,35.77,457000
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Total,158.547,115.02,35.7,457100
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Total,158.547,115.63,34.38,476000
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Primary Industry,15.183,113.4,34.78,450100
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Primary Industry,15.183,115.03,35.77,457000
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Primary Industry,15.183,115.02,35.7,457100
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Primary Industry,15.183,115.63,34.38,476000
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Secondary Industry,84.505,113.4,34.78,450100
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Secondary Industry,84.505,115.03,35.77,457000
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Secondary Industry,84.505,115.02,35.7,457100
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Secondary Industry,84.505,115.63,34.38,476000
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Tertiary Industry,58.859,113.4,34.78,450100
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Tertiary Industry,58.859,115.03,35.77,457000
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Tertiary Industry,58.859,115.02,35.7,457100
Puyang,Henan,11.5448,20.67764582,102.62,183.7977192,18.3039,21.64,31.1762,158.54687,8.003609,43638.35462,15.06,0.883,28823.4,85.888,8.11142,26.01798,6.0282,74.3174438,9.53998,9.11322,NA,NA,1.9118342,NA,1.27,0.26,NA,NA,2017,410900,410000,4582.839,15059.62,Tertiary Industry,58.859,115.63,34.38,476000
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Total,144.956,113.4,34.78,450100
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Total,144.956,115.03,35.77,457000
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Total,144.956,115.02,35.7,457100
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Total,144.956,115.63,34.38,476000
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Primary Industry,16.187,113.4,34.78,450100
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Primary Industry,16.187,115.03,35.77,457000
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Primary Industry,16.187,115.02,35.7,457100
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Primary Industry,16.187,115.63,34.38,476000
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Secondary Industry,79.385,113.4,34.78,450100
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Secondary Industry,79.385,115.03,35.77,457000
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Secondary Industry,79.385,115.02,35.7,457100
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Secondary Industry,79.385,115.63,34.38,476000
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Tertiary Industry,49.384,113.4,34.78,450100
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Tertiary Industry,49.384,115.03,35.77,457000
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Tertiary Industry,49.384,115.02,35.7,457100
Puyang,Henan,11.5753,16.53894058,153.79,219.7377374,16.779,NA,32.561,144.95555,8.662764,40059.01535,12.413,0.814,26482.4,79.829,7.21626,22.16231,5.39736,74.7944226,3.69407,4.76144,NA,NA,1.424,NA,5.1,0.13,NA,NA,2016,410900,410000,3990.651,12413,Tertiary Industry,49.384,115.63,34.38,476000
Puyang,Henan,24.0543,37.26257629,173.41,268.6218541,42.61322,46.32604,38.877,177.1540289,8.362291,47131.10181,26.302,1.796,35998,NA,11.26814,28.98407,7.7136,68.45495352,12.77625,12.30305,NA,NA,0.6141313,0.4893044,3.127,1.12544,7.626,6.3533,2021,410900,410000,NA,26302,NA,NA,113.4,34.78,450100
Puyang,Henan,24.0543,37.26257629,173.41,268.6218541,42.61322,46.32604,38.877,177.1540289,8.362291,47131.10181,26.302,1.796,35998,NA,11.26814,28.98407,7.7136,68.45495352,12.77625,12.30305,NA,NA,0.6141313,0.4893044,3.127,1.12544,7.626,6.3533,2021,410900,410000,NA,26302,NA,NA,115.03,35.77,457000
Puyang,Henan,24.0543,37.26257629,173.41,268.6218541,42.61322,46.32604,38.877,177.1540289,8.362291,47131.10181,26.302,1.796,35998,NA,11.26814,28.98407,7.7136,68.45495352,12.77625,12.30305,NA,NA,0.6141313,0.4893044,3.127,1.12544,7.626,6.3533,2021,410900,410000,NA,26302,NA,NA,115.02,35.7,457100
Puyang,Henan,24.0543,37.26257629,173.41,268.6218541,42.61322,46.32604,38.877,177.1540289,8.362291,47131.10181,26.302,1.796,35998,NA,11.26814,28.98407,7.7136,68.45495352,12.77625,12.30305,NA,NA,0.6141313,0.4893044,3.127,1.12544,7.626,6.3533,2021,410900,410000,NA,26302,NA,NA,115.63,34.38,476000
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Total,157.866,113.4,34.78,450100
