Region,Province,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",year,Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,GDP: Industry,GDP,Longitude,Latitude,Post Code
Beihai,Guangxi,15.288,17.42371147,60.37,68.80643462,19.88663,23.46428,38.9433,130.08,8.1,76955,20.38783,4.263,36602,NA,7.80938,20.05322,5.32736,68.21745132,11.71675,7.35485,NA,NA,NA,NA,0.812,0.179,1.31,NA,2019,450500,450000,7038.031,20387.83,Total,130.08,109.12,21.48,536000
Beihai,Guangxi,15.288,17.42371147,60.37,68.80643462,19.88663,23.46428,38.9433,130.08,8.1,76955,20.38783,4.263,36602,NA,7.80938,20.05322,5.32736,68.21745132,11.71675,7.35485,NA,NA,NA,NA,0.812,0.179,1.31,NA,2019,450500,450000,7038.031,20387.83,Primary Industry,21.17,109.12,21.48,536000
Beihai,Guangxi,15.288,17.42371147,60.37,68.80643462,19.88663,23.46428,38.9433,130.08,8.1,76955,20.38783,4.263,36602,NA,7.80938,20.05322,5.32736,68.21745132,11.71675,7.35485,NA,NA,NA,NA,0.812,0.179,1.31,NA,2019,450500,450000,7038.031,20387.83,Secondary Industry,55.782,109.12,21.48,536000
Beihai,Guangxi,15.288,17.42371147,60.37,68.80643462,19.88663,23.46428,38.9433,130.08,8.1,76955,20.38783,4.263,36602,NA,7.80938,20.05322,5.32736,68.21745132,11.71675,7.35485,NA,NA,NA,NA,0.812,0.179,1.31,NA,2019,450500,450000,7038.031,20387.83,Tertiary Industry,53.128,109.12,21.48,536000
Beihai,Guangxi,17.03,18.73566069,84.7008,93.18412681,25.62042794,28.417,40.2433,150.443,8.8,80710,14.484,4.652,40727,NA,7.21278,17.92294,4.37887,60.70987885,10.51926,10.51926,NA,NA,NA,NA,0.797,0.028,4.989,3.556,2021,450500,450000,5914.63,14484,NA,NA,109.12,21.48,536000
Beitun,Xinjiang,18.39,41.31341711,233.87,525.457483,1.375,1.375,9.84,7.47866,0.2,68807,0.34454,0.8621,36589,NA,0.44,3.72401,0.312,70.90909091,0.147,0.566,NA,NA,NA,NA,NA,NA,NA,NA,2019,659005,650000,NA,NA,NA,NA,NA,NA,NA
Beitun,Xinjiang,NA,NA,NA,NA,NA,NA,20.8,7.17465,2,69507,0.53654,0.5818026,39404,NA,0.43843,1.66569,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,659005,650000,NA,NA,NA,NA,NA,NA,NA
Beitun,Xinjiang,NA,NA,NA,NA,NA,NA,NA,4.73815,NA,NA,NA,NA,NA,NA,0.18864,4.37697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,659005,650000,NA,NA,NA,NA,NA,NA,NA
Beitun,Xinjiang,NA,NA,NA,NA,NA,NA,8.69,7.31428,-5.2,70334,0.63784,NA,37176,NA,0.346,3.49202,NA,NA,0.085,0.737,NA,NA,NA,NA,NA,NA,NA,NA,2020,659005,650000,NA,NA,NA,NA,NA,NA,NA
Beitun,Xinjiang,NA,NA,NA,NA,NA,NA,65.5364,7.31566,19.6,74938,0.25675,0.94539,36006,NA,0.2613,0.39871,0.20495,78.43474933,0.12692,0.12692,NA,NA,NA,NA,NA,NA,NA,NA,2017,659005,650000,NA,NA,NA,NA,NA,NA,NA
Beitun,Xinjiang,NA,NA,NA,NA,NA,NA,65.16,6.00487,14.2,65690,NA,NA,NA,NA,0.22709,0.34852,NA,NA,0.068,0.067,NA,NA,NA,NA,NA,NA,NA,NA,2016,659005,650000,NA,NA,NA,NA,NA,NA,NA
Beitun,Xinjiang,NA,NA,NA,NA,NA,NA,NA,7.5819,4.9,71094,0.23598,NA,40612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,659005,650000,NA,NA,NA,NA,NA,NA,NA
Bengbu,Anhui,17.2437,19.776242,217.25,249.1309966,35.47323,38.60218,48.3823,205.717,5.1,60469,65.32053,1.58349,37028,NA,16.33,33.752,9.58122,58.67250459,NA,NA,NA,NA,0.7189544,0.397023,NA,NA,NA,NA,2019,340300,340000,5856.587,65320.53,Total,205.72,117.38,32.92,233000
Bengbu,Anhui,17.2437,19.776242,217.25,249.1309966,35.47323,38.60218,48.3823,205.717,5.1,60469,65.32053,1.58349,37028,NA,16.33,33.752,9.58122,58.67250459,NA,NA,NA,NA,0.7189544,0.397023,NA,NA,NA,NA,2019,340300,340000,5856.587,65320.53,Primary Industry,23.432,117.38,32.92,233000
Bengbu,Anhui,17.2437,19.776242,217.25,249.1309966,35.47323,38.60218,48.3823,205.717,5.1,60469,65.32053,1.58349,37028,NA,16.33,33.752,9.58122,58.67250459,NA,NA,NA,NA,0.7189544,0.397023,NA,NA,NA,NA,2019,340300,340000,5856.587,65320.53,Secondary Industry,84.587,117.38,32.92,233000
Bengbu,Anhui,17.2437,19.776242,217.25,249.1309966,35.47323,38.60218,48.3823,205.717,5.1,60469,65.32053,1.58349,37028,NA,16.33,33.752,9.58122,58.67250459,NA,NA,NA,NA,0.7189544,0.397023,NA,NA,NA,NA,2019,340300,340000,5856.587,65320.53,Tertiary Industry,97.698,117.38,32.92,233000
Bengbu,Anhui,17.2437,19.776242,217.25,249.1309966,35.47323,38.60218,48.3823,205.717,5.1,60469,65.32053,1.58349,37028,NA,16.33,33.752,9.58122,58.67250459,NA,NA,NA,NA,0.7189544,0.397023,NA,NA,NA,NA,2019,340300,340000,5856.587,65320.53,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,117.38,32.92,233000
Bengbu,Anhui,17.2437,19.776242,217.25,249.1309966,35.47323,38.60218,48.3823,205.717,5.1,60469,65.32053,1.58349,37028,NA,16.33,33.752,9.58122,58.67250459,NA,NA,NA,NA,0.7189544,0.397023,NA,NA,NA,NA,2019,340300,340000,5856.587,65320.53,SI - Industry,NA,117.38,32.92,233000
Bengbu,Anhui,17.2437,19.776242,217.25,249.1309966,35.47323,38.60218,48.3823,205.717,5.1,60469,65.32053,1.58349,37028,NA,16.33,33.752,9.58122,58.67250459,NA,NA,NA,NA,0.7189544,0.397023,NA,NA,NA,NA,2019,340300,340000,5856.587,65320.53,SI - Construction,NA,117.38,32.92,233000
Bengbu,Anhui,21.855,33.38965212,135.76,207.4135951,45.51801,48.35025,48.6224,208.273,3,63209,62.93318,1.887,39116,NA,15.848,32.594,9.85556,62.18803635,17.68,NA,NA,NA,1.3874,-1.2786707,2.545,0.356,9.903,9.732,2020,340300,340000,6065.394,62933.18,Total,208.273,117.38,32.92,233000
Bengbu,Anhui,21.855,33.38965212,135.76,207.4135951,45.51801,48.35025,48.6224,208.273,3,63209,62.93318,1.887,39116,NA,15.848,32.594,9.85556,62.18803635,17.68,NA,NA,NA,1.3874,-1.2786707,2.545,0.356,9.903,9.732,2020,340300,340000,6065.394,62933.18,Primary Industry,25.501,117.38,32.92,233000
Bengbu,Anhui,21.855,33.38965212,135.76,207.4135951,45.51801,48.35025,48.6224,208.273,3,63209,62.93318,1.887,39116,NA,15.848,32.594,9.85556,62.18803635,17.68,NA,NA,NA,1.3874,-1.2786707,2.545,0.356,9.903,9.732,2020,340300,340000,6065.394,62933.18,Secondary Industry,83.519,117.38,32.92,233000
Bengbu,Anhui,21.855,33.38965212,135.76,207.4135951,45.51801,48.35025,48.6224,208.273,3,63209,62.93318,1.887,39116,NA,15.848,32.594,9.85556,62.18803635,17.68,NA,NA,NA,1.3874,-1.2786707,2.545,0.356,9.903,9.732,2020,340300,340000,6065.394,62933.18,Tertiary Industry,99.253,117.38,32.92,233000
Bengbu,Anhui,21.855,33.38965212,135.76,207.4135951,45.51801,48.35025,48.6224,208.273,3,63209,62.93318,1.887,39116,NA,15.848,32.594,9.85556,62.18803635,17.68,NA,NA,NA,1.3874,-1.2786707,2.545,0.356,9.903,9.732,2020,340300,340000,6065.394,62933.18,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,117.38,32.92,233000
Bengbu,Anhui,21.855,33.38965212,135.76,207.4135951,45.51801,48.35025,48.6224,208.273,3,63209,62.93318,1.887,39116,NA,15.848,32.594,9.85556,62.18803635,17.68,NA,NA,NA,1.3874,-1.2786707,2.545,0.356,9.903,9.732,2020,340300,340000,6065.394,62933.18,SI - Industry,67.462,117.38,32.92,233000
Bengbu,Anhui,21.855,33.38965212,135.76,207.4135951,45.51801,48.35025,48.6224,208.273,3,63209,62.93318,1.887,39116,NA,15.848,32.594,9.85556,62.18803635,17.68,NA,NA,NA,1.3874,-1.2786707,2.545,0.356,9.903,9.732,2020,340300,340000,6065.394,62933.18,SI - Construction,16.116,117.38,32.92,233000
Bengbu,Anhui,18.8553,28.57188967,195.18,171.1578204,26.13,27.14,49.9448,138.582,9.4,41855,38.85755,1.76006,28653,NA,13.38791,26.80543,9.39649,70.18638458,9.746,10.182,NA,NA,1.7373508,NA,2.98991,0.93165,NA,NA,2016,340300,340000,4456.419,38857.55,Total,138.582,117.38,32.92,233000
Bengbu,Anhui,18.8553,28.57188967,195.18,171.1578204,26.13,27.14,49.9448,138.582,9.4,41855,38.85755,1.76006,28653,NA,13.38791,26.80543,9.39649,70.18638458,9.746,10.182,NA,NA,1.7373508,NA,2.98991,0.93165,NA,NA,2016,340300,340000,4456.419,38857.55,Primary Industry,20.001,117.38,32.92,233000
Bengbu,Anhui,18.8553,28.57188967,195.18,171.1578204,26.13,27.14,49.9448,138.582,9.4,41855,38.85755,1.76006,28653,NA,13.38791,26.80543,9.39649,70.18638458,9.746,10.182,NA,NA,1.7373508,NA,2.98991,0.93165,NA,NA,2016,340300,340000,4456.419,38857.55,Secondary Industry,60.912,117.38,32.92,233000
Bengbu,Anhui,18.8553,28.57188967,195.18,171.1578204,26.13,27.14,49.9448,138.582,9.4,41855,38.85755,1.76006,28653,NA,13.38791,26.80543,9.39649,70.18638458,9.746,10.182,NA,NA,1.7373508,NA,2.98991,0.93165,NA,NA,2016,340300,340000,4456.419,38857.55,Tertiary Industry,57.669,117.38,32.92,233000
Bengbu,Anhui,18.8553,28.57188967,195.18,171.1578204,26.13,27.14,49.9448,138.582,9.4,41855,38.85755,1.76006,28653,NA,13.38791,26.80543,9.39649,70.18638458,9.746,10.182,NA,NA,1.7373508,NA,2.98991,0.93165,NA,NA,2016,340300,340000,4456.419,38857.55,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",20.548,117.38,32.92,233000
Bengbu,Anhui,18.8553,28.57188967,195.18,171.1578204,26.13,27.14,49.9448,138.582,9.4,41855,38.85755,1.76006,28653,NA,13.38791,26.80543,9.39649,70.18638458,9.746,10.182,NA,NA,1.7373508,NA,2.98991,0.93165,NA,NA,2016,340300,340000,4456.419,38857.55,SI - Industry,52.306,117.38,32.92,233000
Bengbu,Anhui,18.8553,28.57188967,195.18,171.1578204,26.13,27.14,49.9448,138.582,9.4,41855,38.85755,1.76006,28653,NA,13.38791,26.80543,9.39649,70.18638458,9.746,10.182,NA,NA,1.7373508,NA,2.98991,0.93165,NA,NA,2016,340300,340000,4456.419,38857.55,SI - Construction,8.606,117.38,32.92,233000
Bengbu,Anhui,27.9511,43.89504918,181.19,284.5695436,55.59388,58.64454,50.882,198.897,-2.1,60117,43.0201,2.7236,42656,NA,16.73,32.88,NA,NA,13.72,24.24,NA,NA,2.62733,1.7309706,NA,NA,NA,NA,2021,340300,340000,6384.449,43020.1,NA,NA,117.38,32.92,233000
Bengbu,Anhui,16.9457,16.94566185,186.27,186.2722456,26.27696,28.9753,47.3836,155.066,9.1,46233,53.68836,1.77126,31160,NA,14.10675,29.77139,8.84727,62.71657185,NA,NA,NA,NA,2.0183567,1.1958567,3.78261,0.09844,NA,NA,2017,340300,340000,4866.001,53688.36,Total,155.066,117.38,32.92,233000
Bengbu,Anhui,16.9457,16.94566185,186.27,186.2722456,26.27696,28.9753,47.3836,155.066,9.1,46233,53.68836,1.77126,31160,NA,14.10675,29.77139,8.84727,62.71657185,NA,NA,NA,NA,2.0183567,1.1958567,3.78261,0.09844,NA,NA,2017,340300,340000,4866.001,53688.36,Primary Industry,20.533,117.38,32.92,233000
Bengbu,Anhui,16.9457,16.94566185,186.27,186.2722456,26.27696,28.9753,47.3836,155.066,9.1,46233,53.68836,1.77126,31160,NA,14.10675,29.77139,8.84727,62.71657185,NA,NA,NA,NA,2.0183567,1.1958567,3.78261,0.09844,NA,NA,2017,340300,340000,4866.001,53688.36,Secondary Industry,68.13,117.38,32.92,233000
Bengbu,Anhui,16.9457,16.94566185,186.27,186.2722456,26.27696,28.9753,47.3836,155.066,9.1,46233,53.68836,1.77126,31160,NA,14.10675,29.77139,8.84727,62.71657185,NA,NA,NA,NA,2.0183567,1.1958567,3.78261,0.09844,NA,NA,2017,340300,340000,4866.001,53688.36,Tertiary Industry,66.403,117.38,32.92,233000
Bengbu,Anhui,16.9457,16.94566185,186.27,186.2722456,26.27696,28.9753,47.3836,155.066,9.1,46233,53.68836,1.77126,31160,NA,14.10675,29.77139,8.84727,62.71657185,NA,NA,NA,NA,2.0183567,1.1958567,3.78261,0.09844,NA,NA,2017,340300,340000,4866.001,53688.36,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",21.139,117.38,32.92,233000
Bengbu,Anhui,16.9457,16.94566185,186.27,186.2722456,26.27696,28.9753,47.3836,155.066,9.1,46233,53.68836,1.77126,31160,NA,14.10675,29.77139,8.84727,62.71657185,NA,NA,NA,NA,2.0183567,1.1958567,3.78261,0.09844,NA,NA,2017,340300,340000,4866.001,53688.36,SI - Industry,58.187,117.38,32.92,233000
Bengbu,Anhui,16.9457,16.94566185,186.27,186.2722456,26.27696,28.9753,47.3836,155.066,9.1,46233,53.68836,1.77126,31160,NA,14.10675,29.77139,8.84727,62.71657185,NA,NA,NA,NA,2.0183567,1.1958567,3.78261,0.09844,NA,NA,2017,340300,340000,4866.001,53688.36,SI - Construction,9.943,117.38,32.92,233000
Bengbu,Anhui,16.4355,18.98548972,184.61,213.2536477,28.18129,31.16816,51.6076,171.466,8.5,50662,57.66422,1.48037,33855,NA,15.26523,29.57942,9.44651,61.8825265,NA,NA,NA,NA,0.4335,0.3295,5.16459,0.07909,NA,NA,2018,340300,340000,5657.425,57664.22,Total,171.466,117.38,32.92,233000
Bengbu,Anhui,16.4355,18.98548972,184.61,213.2536477,28.18129,31.16816,51.6076,171.466,8.5,50662,57.66422,1.48037,33855,NA,15.26523,29.57942,9.44651,61.8825265,NA,NA,NA,NA,0.4335,0.3295,5.16459,0.07909,NA,NA,2018,340300,340000,5657.425,57664.22,Primary Industry,20.789,117.38,32.92,233000
Bengbu,Anhui,16.4355,18.98548972,184.61,213.2536477,28.18129,31.16816,51.6076,171.466,8.5,50662,57.66422,1.48037,33855,NA,15.26523,29.57942,9.44651,61.8825265,NA,NA,NA,NA,0.4335,0.3295,5.16459,0.07909,NA,NA,2018,340300,340000,5657.425,57664.22,Secondary Industry,76.229,117.38,32.92,233000
Bengbu,Anhui,16.4355,18.98548972,184.61,213.2536477,28.18129,31.16816,51.6076,171.466,8.5,50662,57.66422,1.48037,33855,NA,15.26523,29.57942,9.44651,61.8825265,NA,NA,NA,NA,0.4335,0.3295,5.16459,0.07909,NA,NA,2018,340300,340000,5657.425,57664.22,Tertiary Industry,74.448,117.38,32.92,233000
Bengbu,Anhui,16.4355,18.98548972,184.61,213.2536477,28.18129,31.16816,51.6076,171.466,8.5,50662,57.66422,1.48037,33855,NA,15.26523,29.57942,9.44651,61.8825265,NA,NA,NA,NA,0.4335,0.3295,5.16459,0.07909,NA,NA,2018,340300,340000,5657.425,57664.22,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",21.394,117.38,32.92,233000
Bengbu,Anhui,16.4355,18.98548972,184.61,213.2536477,28.18129,31.16816,51.6076,171.466,8.5,50662,57.66422,1.48037,33855,NA,15.26523,29.57942,9.44651,61.8825265,NA,NA,NA,NA,0.4335,0.3295,5.16459,0.07909,NA,NA,2018,340300,340000,5657.425,57664.22,SI - Industry,65.095,117.38,32.92,233000
Bengbu,Anhui,16.4355,18.98548972,184.61,213.2536477,28.18129,31.16816,51.6076,171.466,8.5,50662,57.66422,1.48037,33855,NA,15.26523,29.57942,9.44651,61.8825265,NA,NA,NA,NA,0.4335,0.3295,5.16459,0.07909,NA,NA,2018,340300,340000,5657.425,57664.22,SI - Construction,11.134,117.38,32.92,233000
Bengbu,Anhui,30.9231,51.31771454,248,411.5659783,62.22648,66.27243,48.404,201.23,2,60739,40.79,3.01,44652,NA,17.40257,35.95273,NA,NA,5.53347,15.37234,NA,NA,1.64782,-0.1651512,NA,NA,NA,NA,2022,340300,340000,NA,NA,NA,NA,117.38,32.92,233000
Benxi,Liaoning,34.3238,43.45401689,160.37,202.9851147,26.673,27.93691,47.6272,77.71,1.2,46050,4.03347,3.7750529,31001.44668,NA,6.4588,13.56115,4.17689,64.6697529,2.02474,2.28781,NA,NA,NA,NA,3.49124,NA,2.55228,0,2017,210500,210000,4011.528,4033.47,Total,77.71,123.77,41.3,117000
Benxi,Liaoning,34.3238,43.45401689,160.37,202.9851147,26.673,27.93691,47.6272,77.71,1.2,46050,4.03347,3.7750529,31001.44668,NA,6.4588,13.56115,4.17689,64.6697529,2.02474,2.28781,NA,NA,NA,NA,3.49124,NA,2.55228,0,2017,210500,210000,4011.528,4033.47,Primary Industry,4.722,123.77,41.3,117000
Benxi,Liaoning,34.3238,43.45401689,160.37,202.9851147,26.673,27.93691,47.6272,77.71,1.2,46050,4.03347,3.7750529,31001.44668,NA,6.4588,13.56115,4.17689,64.6697529,2.02474,2.28781,NA,NA,NA,NA,3.49124,NA,2.55228,0,2017,210500,210000,4011.528,4033.47,Secondary Industry,34.279,123.77,41.3,117000
Benxi,Liaoning,34.3238,43.45401689,160.37,202.9851147,26.673,27.93691,47.6272,77.71,1.2,46050,4.03347,3.7750529,31001.44668,NA,6.4588,13.56115,4.17689,64.6697529,2.02474,2.28781,NA,NA,NA,NA,3.49124,NA,2.55228,0,2017,210500,210000,4011.528,4033.47,Tertiary Industry,38.708,123.77,41.3,117000
Benxi,Liaoning,35.0431,63.02722277,367.96,673.3277695,26.86785,27.93691,40.256100000000004,76.67098,-8.8,44745,2.83064,2.5798474,29136.69801,NA,5.541,13.76437,3.69895,66.75600072,1.63303,2.03864,NA,NA,NA,NA,7.94724,-0.95207,3.71714,0,2016,210500,210000,4224.265,2830.64,Total,76.671,123.77,41.3,117000
Benxi,Liaoning,35.0431,63.02722277,367.96,673.3277695,26.86785,27.93691,40.256100000000004,76.67098,-8.8,44745,2.83064,2.5798474,29136.69801,NA,5.541,13.76437,3.69895,66.75600072,1.63303,2.03864,NA,NA,NA,NA,7.94724,-0.95207,3.71714,0,2016,210500,210000,4224.265,2830.64,Primary Industry,6.776,123.77,41.3,117000
Benxi,Liaoning,35.0431,63.02722277,367.96,673.3277695,26.86785,27.93691,40.256100000000004,76.67098,-8.8,44745,2.83064,2.5798474,29136.69801,NA,5.541,13.76437,3.69895,66.75600072,1.63303,2.03864,NA,NA,NA,NA,7.94724,-0.95207,3.71714,0,2016,210500,210000,4224.265,2830.64,Secondary Industry,33.325,123.77,41.3,117000
Benxi,Liaoning,35.0431,63.02722277,367.96,673.3277695,26.86785,27.93691,40.256100000000004,76.67098,-8.8,44745,2.83064,2.5798474,29136.69801,NA,5.541,13.76437,3.69895,66.75600072,1.63303,2.03864,NA,NA,NA,NA,7.94724,-0.95207,3.71714,0,2016,210500,210000,4224.265,2830.64,Tertiary Industry,36.57,123.77,41.3,117000
Benxi,Liaoning,37.13,37.12505372,408.4,408.415081,34.556,35.928,45.6613,93.08,0,72634,NA,2.782,40107,NA,7.388,16.18,5.206,70.46561992,1.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,210500,210000,NA,NA,NA,NA,123.77,41.3,117000
Benxi,Liaoning,37.4451,45.37540442,261.98,317.463928,30.34548,33.585,40.6125,81.04,2.5,60210,4.67904,2.59235,36048.18225,NA,6.96616,17.15273,5.14492,73.85589765,3.14721,5.5541,NA,NA,NA,NA,3.49124,0.40211,2.313,1.552,2020,210500,210000,5402.351,4679.04,Total,81.042,123.77,41.3,117000
Benxi,Liaoning,37.4451,45.37540442,261.98,317.463928,30.34548,33.585,40.6125,81.04,2.5,60210,4.67904,2.59235,36048.18225,NA,6.96616,17.15273,5.14492,73.85589765,3.14721,5.5541,NA,NA,NA,NA,3.49124,0.40211,2.313,1.552,2020,210500,210000,5402.351,4679.04,Primary Industry,5.43,123.77,41.3,117000
Benxi,Liaoning,37.4451,45.37540442,261.98,317.463928,30.34548,33.585,40.6125,81.04,2.5,60210,4.67904,2.59235,36048.18225,NA,6.96616,17.15273,5.14492,73.85589765,3.14721,5.5541,NA,NA,NA,NA,3.49124,0.40211,2.313,1.552,2020,210500,210000,5402.351,4679.04,Secondary Industry,38.29,123.77,41.3,117000
Benxi,Liaoning,37.4451,45.37540442,261.98,317.463928,30.34548,33.585,40.6125,81.04,2.5,60210,4.67904,2.59235,36048.18225,NA,6.96616,17.15273,5.14492,73.85589765,3.14721,5.5541,NA,NA,NA,NA,3.49124,0.40211,2.313,1.552,2020,210500,210000,5402.351,4679.04,Tertiary Industry,37.32,123.77,41.3,117000
Benxi,Liaoning,36.4077,45.06564045,348.71,431.6400995,28.43704,29.82628,40.9938,78.10731,3.5,46673,4.84297,2.70402,35130,NA,6.75647,16.48167,5.05608,74.83315992,1.39648,1.87501,NA,NA,NA,NA,3.04,0.53,NA,NA,2019,210500,210000,5408.805,4842.97,Total,78.11,123.77,41.3,117000
Benxi,Liaoning,36.4077,45.06564045,348.71,431.6400995,28.43704,29.82628,40.9938,78.10731,3.5,46673,4.84297,2.70402,35130,NA,6.75647,16.48167,5.05608,74.83315992,1.39648,1.87501,NA,NA,NA,NA,3.04,0.53,NA,NA,2019,210500,210000,5408.805,4842.97,Primary Industry,5.192,123.77,41.3,117000
Benxi,Liaoning,36.4077,45.06564045,348.71,431.6400995,28.43704,29.82628,40.9938,78.10731,3.5,46673,4.84297,2.70402,35130,NA,6.75647,16.48167,5.05608,74.83315992,1.39648,1.87501,NA,NA,NA,NA,3.04,0.53,NA,NA,2019,210500,210000,5408.805,4842.97,Secondary Industry,37.306,123.77,41.3,117000
Benxi,Liaoning,36.4077,45.06564045,348.71,431.6400995,28.43704,29.82628,40.9938,78.10731,3.5,46673,4.84297,2.70402,35130,NA,6.75647,16.48167,5.05608,74.83315992,1.39648,1.87501,NA,NA,NA,NA,3.04,0.53,NA,NA,2019,210500,210000,5408.805,4842.97,Tertiary Industry,35.609,123.77,41.3,117000
Benxi,Liaoning,36.9424,36.94236845,341.03,341.0247569,33.035,34.405,55.437,89.42307,5.8,68340.13756,3.12476,3.62169,39004.1332,NA,7.36123,13.27854,6.34906,86.24998811,2.2385,2.53761,NA,NA,NA,NA,4.52,0.145,3.024,0.89,2021,210500,210000,NA,NA,NA,NA,123.77,41.3,117000
Benxi,Liaoning,33.2127,41.55923579,325.03,406.7102573,27.33693,28.69291,41.3541,82.30867,1.2,48920,4.31205,3.77395,32954.538,NA,6.26358,15.14621,4.75312,75.88503699,2.14447,1.70355,NA,NA,NA,NA,NA,NA,NA,NA,2018,210500,210000,4861.23,4312.05,Total,82.31,123.77,41.3,117000
Benxi,Liaoning,33.2127,41.55923579,325.03,406.7102573,27.33693,28.69291,41.3541,82.30867,1.2,48920,4.31205,3.77395,32954.538,NA,6.26358,15.14621,4.75312,75.88503699,2.14447,1.70355,NA,NA,NA,NA,NA,NA,NA,NA,2018,210500,210000,4861.23,4312.05,Primary Industry,5,123.77,41.3,117000
Benxi,Liaoning,33.2127,41.55923579,325.03,406.7102573,27.33693,28.69291,41.3541,82.30867,1.2,48920,4.31205,3.77395,32954.538,NA,6.26358,15.14621,4.75312,75.88503699,2.14447,1.70355,NA,NA,NA,NA,NA,NA,NA,NA,2018,210500,210000,4861.23,4312.05,Secondary Industry,37.42,123.77,41.3,117000
Benxi,Liaoning,33.2127,41.55923579,325.03,406.7102573,27.33693,28.69291,41.3541,82.30867,1.2,48920,4.31205,3.77395,32954.538,NA,6.26358,15.14621,4.75312,75.88503699,2.14447,1.70355,NA,NA,NA,NA,NA,NA,NA,NA,2018,210500,210000,4861.23,4312.05,Tertiary Industry,39.89,123.77,41.3,117000
Bijie,Guizhou,48.7072,71.76182208,122.78,180.8909384,92.61,95.452,18.9042,190.136,8,28378,NA,0.22236,32638,NA,13.02507,68.90034,9.40576,72.21274051,15.36639,7.33378,NA,NA,0.02633142,-1.92875858,5.545,1.63,1.652,0,2019,520500,520000,NA,NA,Total,190.136,105.28,27.3,551700
Bijie,Guizhou,48.7072,71.76182208,122.78,180.8909384,92.61,95.452,18.9042,190.136,8,28378,NA,0.22236,32638,NA,13.02507,68.90034,9.40576,72.21274051,15.36639,7.33378,NA,NA,0.02633142,-1.92875858,5.545,1.63,1.652,0,2019,520500,520000,NA,NA,Total,190.136,105.28,27.3,551700
Bijie,Guizhou,48.7072,71.76182208,122.78,180.8909384,92.61,95.452,18.9042,190.136,8,28378,NA,0.22236,32638,NA,13.02507,68.90034,9.40576,72.21274051,15.36639,7.33378,NA,NA,0.02633142,-1.92875858,5.545,1.63,1.652,0,2019,520500,520000,NA,NA,Primary Industry,43.936,105.28,27.3,551700
Bijie,Guizhou,48.7072,71.76182208,122.78,180.8909384,92.61,95.452,18.9042,190.136,8,28378,NA,0.22236,32638,NA,13.02507,68.90034,9.40576,72.21274051,15.36639,7.33378,NA,NA,0.02633142,-1.92875858,5.545,1.63,1.652,0,2019,520500,520000,NA,NA,Primary Industry,43.936,105.28,27.3,551700
Bijie,Guizhou,48.7072,71.76182208,122.78,180.8909384,92.61,95.452,18.9042,190.136,8,28378,NA,0.22236,32638,NA,13.02507,68.90034,9.40576,72.21274051,15.36639,7.33378,NA,NA,0.02633142,-1.92875858,5.545,1.63,1.652,0,2019,520500,520000,NA,NA,Secondary Industry,52.067,105.28,27.3,551700
Bijie,Guizhou,48.7072,71.76182208,122.78,180.8909384,92.61,95.452,18.9042,190.136,8,28378,NA,0.22236,32638,NA,13.02507,68.90034,9.40576,72.21274051,15.36639,7.33378,NA,NA,0.02633142,-1.92875858,5.545,1.63,1.652,0,2019,520500,520000,NA,NA,Secondary Industry,52.067,105.28,27.3,551700
Bijie,Guizhou,48.7072,71.76182208,122.78,180.8909384,92.61,95.452,18.9042,190.136,8,28378,NA,0.22236,32638,NA,13.02507,68.90034,9.40576,72.21274051,15.36639,7.33378,NA,NA,0.02633142,-1.92875858,5.545,1.63,1.652,0,2019,520500,520000,NA,NA,Tertiary Industry,94.133,105.28,27.3,551700
